Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
721,Entry short,2025-11-10 08:00,S|ORB|or:115.8|pd:25|on:topBreak|gap:+375|ent:close|risk:134.5|rr:0|n:1|h:11|m:0|dow:2,25505.5,1,51011,-272,-0.53,2,105.5,0.21,-271,-0.53,18076,72.30,23
722,Exit short,2025-11-13 13:00,time,25136,1,50481,207,0.41,2,476,0.94,-75.5,-0.15,18283,73.13,63
722,Entry short,2025-11-13 07:45,S|ORB|or:217.5|pd:75|on:botBreak|gap:-148.5|ent:close|risk:261.25|rr:0|n:1|h:10|m:45|dow:5,25240.5,1,50481,207,0.41,2,476,0.94,-75.5,-0.15,18283,73.13,63
723,Exit long,2025-11-14 13:00,time,25097.25,1,49790.5,402,0.81,2,795.5,1.60,-73,-0.15,18685,74.74,75
723,Entry long,2025-11-14 06:45,L|ORB|or:218.8|pd:44|on:botBreak|gap:-377.3|ent:close|risk:269.5|rr:0|n:1|h:9|m:45|dow:6,24895.25,1,49790.5,402,0.81,2,795.5,1.60,-73,-0.15,18685,74.74,75
724,Exit long,2025-11-17 08:15,SL,24954.5,1,50474.5,-567.5,-1.12,2,34,0.07,-566.5,-1.12,18117.5,72.47,17
724,Entry long,2025-11-17 06:50,L|ORB|or:244|pd:37|on:botBreak|gap:-108|ent:close|risk:282.25|rr:0|n:1|h:9|m:50|dow:2,25237.25,1,50474.5,-567.5,-1.12,2,34,0.07,-566.5,-1.12,18117.5,72.47,17
725,Exit long,2025-11-19 09:30,SL,24572,1,49681,-539,-1.08,2,294,0.59,-538,-1.08,17578.5,70.31,32
725,Entry long,2025-11-19 06:50,L|ORB|or:185.8|pd:41|on:topBreak|gap:+25.8|ent:close|risk:268|rr:0|n:1|h:9|m:50|dow:4,24840.5,1,49681,-539,-1.08,2,294,0.59,-538,-1.08,17578.5,70.31,32
726,Exit long,2025-11-24 13:00,time,24950,1,49520.5,377.5,0.76,2,465,0.94,-28.5,-0.06,17956,71.82,66
726,Entry long,2025-11-24 07:30,L|ORB|or:208.8|pd:31|on:topBreak|gap:+208.5|ent:close|risk:247|rr:0|n:1|h:10|m:30|dow:2,24760.25,1,49520.5,377.5,0.76,2,465,0.94,-28.5,-0.06,17956,71.82,66
727,Exit short,2025-11-25 08:20,SL,24882.75,1,49262,-505.5,-1.03,2,57,0.12,-504.5,-1.02,17450.5,69.80,19
727,Entry short,2025-11-25 06:45,S|ORB|or:162.5|pd:34|on:botBreak|gap:-78.8|ent:close|risk:251.25|rr:0|n:1|h:9|m:45|dow:3,24631,1,49262,-505.5,-1.03,2,57,0.12,-504.5,-1.02,17450.5,69.80,19
728,Exit short,2025-11-26 07:55,SL,25271.75,1,50334,-211.5,-0.42,2,63.5,0.13,-210.5,-0.42,17239,68.96,12
728,Entry short,2025-11-26 06:55,S|ORB|or:81.8|pd:15|on:topBreak|gap:+142.8|ent:close|risk:104.25|rr:0|n:1|h:9|m:55|dow:4,25167,1,50334,-211.5,-0.42,2,63.5,0.13,-210.5,-0.42,17239,68.96,12
729,Exit long,2025-12-02 08:20,SL,25470.5,1,51270.5,-331.5,-0.65,2,68.5,0.13,-330.5,-0.64,16907.5,67.63,16
729,Entry long,2025-12-02 07:00,L|ORB|or:141.8|pd:49|on:topBreak|gap:+90.5|ent:close|risk:164.25|rr:0|n:1|h:10|m:0|dow:3,25635.25,1,51270.5,-331.5,-0.65,2,68.5,0.13,-330.5,-0.64,16907.5,67.63,16
730,Exit long,2025-12-05 08:30,SL,25659.75,1,51625,-307.5,-0.60,2,109.5,0.21,-306.5,-0.59,16600,66.40,18
730,Entry long,2025-12-05 07:00,L|ORB|or:117.3|pd:52|on:topBreak|gap:+52.3|ent:close|risk:152.25|rr:0|n:1|h:10|m:0|dow:6,25812.5,1,51625,-307.5,-0.60,2,109.5,0.21,-306.5,-0.59,16600,66.40,18
731,Exit short,2025-12-08 13:00,time,25667.25,1,51488.5,152,0.30,2,360,0.70,-69.5,-0.13,16752,67.01,73
731,Entry short,2025-12-08 06:55,S|ORB|or:92.8|pd:43|on:topBreak|gap:+65.5|ent:close|risk:116.75|rr:0|n:1|h:9|m:55|dow:2,25744.25,1,51488.5,152,0.30,2,360,0.70,-69.5,-0.13,16752,67.01,73
732,Exit long,2025-12-09 13:00,time,25689.25,1,51360,16.5,0.03,2,116,0.23,-90,-0.18,16768.5,67.07,64
732,Entry long,2025-12-09 07:40,L|ORB|or:93.3|pd:31|on:botBreak|gap:-50|ent:close|risk:120.25|rr:0|n:1|h:10|m:40|dow:3,25680,1,51360,16.5,0.03,2,116,0.23,-90,-0.18,16768.5,67.07,64
733,Exit short,2025-12-10 09:50,SL,25664,1,51102.5,-227.5,-0.45,2,15,0.03,-226.5,-0.44,16541,66.16,22
733,Entry short,2025-12-10 08:00,S|ORB|or:96.3|pd:54|on:botBreak|gap:-55.8|ent:close|risk:112.25|rr:0|n:1|h:11|m:0|dow:4,25551.25,1,51102.5,-227.5,-0.45,2,15,0.03,-226.5,-0.44,16541,66.16,22
734,Exit short,2025-12-12 13:00,time,25214.75,1,50971.5,540,1.06,2,735,1.44,-26,-0.05,17081,68.32,72
734,Entry short,2025-12-12 07:00,S|ORB|or:98.5|pd:30|on:botBreak|gap:-155|ent:close|risk:135|rr:0|n:1|h:10|m:0|dow:6,25485.75,1,50971.5,540,1.06,2,735,1.44,-26,-0.05,17081,68.32,72
735,Exit short,2025-12-15 13:00,time,25087.5,1,50518.5,341.5,0.68,2,448.5,0.89,-16,-0.03,17422.5,69.69,74
735,Entry short,2025-12-15 06:50,S|ORB|or:124.3|pd:25|on:topBreak|gap:+197.8|ent:close|risk:151|rr:0|n:1|h:9|m:50|dow:2,25259.25,1,50518.5,341.5,0.68,2,448.5,0.89,-16,-0.03,17422.5,69.69,74
736,Exit long,2025-12-18 13:00,time,25228,1,50728.5,-274.5,-0.54,2,104.5,0.21,-360,-0.71,17148,68.59,66
736,Entry long,2025-12-18 07:30,L|ORB|or:156.5|pd:28|on:topBreak|gap:+387|ent:close|risk:191.5|rr:0|n:1|h:10|m:30|dow:5,25364.25,1,50728.5,-274.5,-0.54,2,104.5,0.21,-360,-0.71,17148,68.59,66
737,Exit short,2025-12-22 13:00,time,25702.5,1,51297,-110,-0.21,2,11.5,0.02,-166.5,-0.32,17038,68.15,65
737,Entry short,2025-12-22 07:35,S|ORB|or:124|pd:51|on:topBreak|gap:+199.3|ent:close|risk:146.75|rr:0|n:1|h:10|m:35|dow:2,25648.5,1,51297,-110,-0.21,2,11.5,0.02,-166.5,-0.32,17038,68.15,65
738,Exit short,2025-12-26 13:00,time,25868.25,1,51684,-54.5,-0.11,2,14.5,0.03,-139,-0.27,16983.5,67.93,70
738,Entry short,2025-12-26 07:10,S|ORB|or:68|pd:62|on:topBreak|gap:+37.5|ent:close|risk:90.75|rr:0|n:1|h:10|m:10|dow:6,25842,1,51684,-54.5,-0.11,2,14.5,0.03,-139,-0.27,16983.5,67.93,70
739,Exit long,2025-12-30 12:55,SL,25674.75,1,51489,-141.5,-0.27,2,98,0.19,-140.5,-0.27,16842,67.37,73
739,Entry long,2025-12-30 06:50,L|ORB|or:57.5|pd:34|on:botBreak|gap:-48.8|ent:close|risk:69.25|rr:0|n:1|h:9|m:50|dow:3,25744.5,1,51489,-141.5,-0.27,2,98,0.19,-140.5,-0.27,16842,67.37,73
740,Exit long,2026-01-06 13:00,time,25819.25,1,51420.5,216,0.42,2,254,0.49,-143.5,-0.28,17058,68.23,75
740,Entry long,2026-01-06 06:45,L|ORB|or:70.3|pd:41|on:topBreak|gap:+49|ent:close|risk:101.75|rr:0|n:1|h:9|m:45|dow:3,25710.25,1,51420.5,216,0.42,2,254,0.49,-143.5,-0.28,17058,68.23,75
741,Exit long,2026-01-07 13:00,time,25825.25,1,51765.5,-117,-0.23,2,229.5,0.44,-148.5,-0.29,16941,67.76,66
741,Entry long,2026-01-07 07:30,L|ORB|or:93.5|pd:41|on:topBreak|gap:-22.8|ent:close|risk:112.25|rr:0|n:1|h:10|m:30|dow:4,25882.75,1,51765.5,-117,-0.23,2,229.5,0.44,-148.5,-0.29,16941,67.76,66
742,Exit short,2026-01-14 13:00,time,25648.75,1,51170,-129.5,-0.25,2,326.5,0.64,-221,-0.43,16811.5,67.25,73
742,Entry short,2026-01-14 06:55,S|ORB|or:167.8|pd:70|on:botBreak|gap:-164|ent:close|risk:206.5|rr:0|n:1|h:9|m:55|dow:4,25585,1,51170,-129.5,-0.25,2,326.5,0.64,-221,-0.43,16811.5,67.25,73
743,Exit short,2026-01-16 13:00,time,25687.5,1,51570.5,193.5,0.38,2,389,0.75,-5,-0.01,17005,68.02,74
743,Entry short,2026-01-16 06:50,S|ORB|or:73.8|pd:27|on:topBreak|gap:+149.3|ent:close|risk:106.25|rr:0|n:1|h:9|m:50|dow:6,25785.25,1,51570.5,193.5,0.38,2,389,0.75,-5,-0.01,17005,68.02,74
744,Exit long,2026-01-19 15:00,time,25389.25,1,50633,143.5,0.28,2,202,0.40,-58.5,-0.12,17148.5,68.59,37
744,Entry long,2026-01-19 06:55,L|ORB|or:58|pd:19|on:botBreak|gap:-391.8|ent:close|risk:76.75|rr:0|n:1|h:9|m:55|dow:2,25316.5,1,50633,143.5,0.28,2,202,0.40,-58.5,-0.12,17148.5,68.59,37
745,Exit long,2026-01-26 13:00,time,25842.5,1,51742.5,-59.5,-0.11,2,122,0.24,-77.5,-0.15,17089,68.36,69
745,Entry long,2026-01-26 07:15,L|ORB|or:123|pd:43|on:topBreak|gap:+13.5|ent:close|risk:167.25|rr:0|n:1|h:10|m:15|dow:2,25871.25,1,51742.5,-59.5,-0.11,2,122,0.24,-77.5,-0.15,17089,68.36,69
746,Exit short,2026-01-29 13:00,time,25999.5,1,51727.5,-273.5,-0.53,2,654.5,1.27,-313.5,-0.61,16815.5,67.26,73
746,Entry short,2026-01-29 06:55,S|ORB|or:231.3|pd:113|on:botBreak|gap:-17.3|ent:close|risk:313.75|rr:0|n:1|h:9|m:55|dow:5,25863.75,1,51727.5,-273.5,-0.53,2,654.5,1.27,-313.5,-0.61,16815.5,67.26,73
747,Exit long,2026-02-02 13:00,time,25853.5,1,51553.5,151.5,0.29,2,343.5,0.67,-126.5,-0.25,16967,67.87,74
747,Entry long,2026-02-02 06:50,L|ORB|or:193.8|pd:52|on:topBreak|gap:-133.5|ent:close|risk:236.75|rr:0|n:1|h:9|m:50|dow:2,25776.75,1,51553.5,151.5,0.29,2,343.5,0.67,-126.5,-0.25,16967,67.87,74
748,Exit short,2026-02-03 13:00,time,25468.75,1,51262,322.5,0.63,2,825,1.61,-33.5,-0.07,17289.5,69.16,73
748,Entry short,2026-02-03 06:55,S|ORB|or:230.8|pd:56|on:botBreak|gap:+78.3|ent:close|risk:321.75|rr:0|n:1|h:9|m:55|dow:3,25631,1,51262,322.5,0.63,2,825,1.61,-33.5,-0.07,17289.5,69.16,73
749,Exit short,2026-02-04 13:00,time,24913.75,1,50398.5,569,1.13,2,829.5,1.65,-214,-0.42,17858.5,71.43,73
749,Entry short,2026-02-04 06:55,S|ORB|or:156.5|pd:21|on:botBreak|gap:-60.3|ent:close|risk:187.5|rr:0|n:1|h:9|m:55|dow:4,25199.25,1,50398.5,569,1.13,2,829.5,1.65,-214,-0.42,17858.5,71.43,73
750,Exit short,2026-02-05 13:00,time,24571.5,1,49118.5,-26.5,-0.05,2,43.5,0.09,-658,-1.34,17832,71.33,70
750,Entry short,2026-02-05 07:10,S|ORB|or:284.5|pd:47|on:botBreak|gap:-227|ent:close|risk:377.25|rr:0|n:1|h:10|m:10|dow:5,24559.25,1,49118.5,-26.5,-0.05,2,43.5,0.09,-658,-1.34,17832,71.33,70
751,Exit long,2026-02-06 13:00,time,25139.5,1,49956,321,0.64,2,486,0.97,-9.5,-0.02,18153,72.61,59
751,Entry long,2026-02-06 08:05,L|ORB|or:227|pd:54|on:topBreak|gap:+120.8|ent:close|risk:277.75|rr:0|n:1|h:11|m:5|dow:6,24978,1,49956,321,0.64,2,486,0.97,-9.5,-0.02,18153,72.61,59
752,Exit long,2026-02-09 13:00,time,25345.5,1,50398.5,290.5,0.58,2,458.5,0.91,-67.5,-0.13,18443.5,73.77,71
752,Entry long,2026-02-09 07:05,L|ORB|or:197|pd:38|on:botBreak|gap:-89.3|ent:close|risk:244|rr:0|n:1|h:10|m:5|dow:2,25199.25,1,50398.5,290.5,0.58,2,458.5,0.91,-67.5,-0.13,18443.5,73.77,71
753,Exit long,2026-02-10 12:05,SL,25264.5,1,50871,-344,-0.68,2,22,0.04,-343,-0.67,18099.5,72.40,60
753,Entry long,2026-02-10 07:05,L|ORB|or:145|pd:31|on:botBreak|gap:+38|ent:close|risk:170.5|rr:0|n:1|h:10|m:5|dow:3,25435.5,1,50871,-344,-0.68,2,22,0.04,-343,-0.67,18099.5,72.40,60
754,Exit short,2026-02-11 13:00,time,25280.5,1,50609.5,46.5,0.09,2,492.5,0.97,-113,-0.22,18146,72.58,73
754,Entry short,2026-02-11 06:55,S|ORB|or:126.5|pd:51|on:topBreak|gap:+199.5|ent:close|risk:161|rr:0|n:1|h:9|m:55|dow:4,25304.75,1,50609.5,46.5,0.09,2,492.5,0.97,-113,-0.22,18146,72.58,73
755,Exit long,2026-02-13 13:00,time,24787,1,49697.5,-125.5,-0.25,2,292.5,0.59,-258,-0.52,18020.5,72.08,67
755,Entry long,2026-02-13 07:25,L|ORB|or:221.3|pd:33|on:botBreak|gap:-21.3|ent:close|risk:270.25|rr:0|n:1|h:10|m:25|dow:6,24848.75,1,49697.5,-125.5,-0.25,2,292.5,0.59,-258,-0.52,18020.5,72.08,67
756,Exit short,2026-02-16 15:00,time,24748.25,1,49389.5,-109,-0.22,2,47.5,0.10,-155,-0.31,17911.5,71.65,30
756,Entry short,2026-02-16 07:30,S|ORB|or:66.8|pd:16|on:botBreak|gap:-39.8|ent:close|risk:82.5|rr:0|n:1|h:10|m:30|dow:2,24694.75,1,49389.5,-109,-0.22,2,47.5,0.10,-155,-0.31,17911.5,71.65,30
757,Exit long,2026-02-19 10:20,SL,24761.75,1,49850.5,-329,-0.66,2,72,0.14,-328,-0.66,17582.5,70.33,40
757,Entry long,2026-02-19 07:00,L|ORB|or:120.8|pd:32|on:botBreak|gap:-123.5|ent:close|risk:163|rr:0|n:1|h:10|m:0|dow:5,24925.25,1,49850.5,-329,-0.66,2,72,0.14,-328,-0.66,17582.5,70.33,40
758,Exit long,2026-02-20 13:00,time,25084.5,1,50012,155,0.31,2,266.5,0.53,-254.5,-0.51,17737.5,70.95,68
758,Entry long,2026-02-20 07:20,L|ORB|or:271.8|pd:127|on:botBreak|gap:-147.8|ent:close|risk:329.25|rr:0|n:1|h:10|m:20|dow:6,25006,1,50012,155,0.31,2,266.5,0.53,-254.5,-0.51,17737.5,70.95,68
759,Exit long,2026-02-24 13:00,time,25021.5,1,49898,143,0.29,2,262.5,0.53,-30,-0.06,17880.5,71.52,68
759,Entry long,2026-02-24 07:20,L|ORB|or:218.3|pd:59|on:topBreak|gap:+36.3|ent:close|risk:255.25|rr:0|n:1|h:10|m:20|dow:3,24949,1,49898,143,0.29,2,262.5,0.53,-30,-0.06,17880.5,71.52,68
760,Exit long,2026-02-25 13:00,time,25383.75,1,50640,125.5,0.25,2,152.5,0.30,-111.5,-0.22,18006,72.02,75
760,Entry long,2026-02-25 06:45,L|ORB|or:123|pd:32|on:topBreak|gap:+130.5|ent:close|risk:163.5|rr:0|n:1|h:9|m:45|dow:4,25320,1,50640,125.5,0.25,2,152.5,0.30,-111.5,-0.22,18006,72.02,75
761,Exit short,2026-02-26 13:00,time,25082.75,1,50385.5,218,0.43,2,660.5,1.31,-37.5,-0.07,18224,72.90,73
761,Entry short,2026-02-26 06:55,S|ORB|or:117.3|pd:49|on:botBreak|gap:-42.8|ent:close|risk:149.5|rr:0|n:1|h:9|m:55|dow:5,25192.75,1,50385.5,218,0.43,2,660.5,1.31,-37.5,-0.07,18224,72.90,73
762,Exit long,2026-02-27 13:00,time,24981.5,1,49912,49,0.10,2,160.5,0.32,-166,-0.33,18273,73.09,71
762,Entry long,2026-02-27 07:05,L|ORB|or:130|pd:27|on:botBreak|gap:-267|ent:close|risk:176.25|rr:0|n:1|h:10|m:5|dow:6,24956,1,49912,49,0.10,2,160.5,0.32,-166,-0.33,18273,73.09,71
763,Exit long,2026-03-04 13:00,time,25115.25,1,49990,238.5,0.48,2,443,0.89,-76,-0.15,18511.5,74.05,71
763,Entry long,2026-03-04 07:05,L|ORB|or:133.3|pd:27|on:topBreak|gap:+96|ent:close|risk:158|rr:0|n:1|h:10|m:5|dow:4,24995,1,49990,238.5,0.48,2,443,0.89,-76,-0.15,18511.5,74.05,71
764,Exit long,2026-03-06 12:35,SL,24611,1,49529.5,-309.5,-0.62,2,311.5,0.63,-308.5,-0.62,18202,72.81,67
764,Entry long,2026-03-06 07:00,L|ORB|or:120.5|pd:28|on:botBreak|gap:-362.8|ent:close|risk:153.25|rr:0|n:1|h:10|m:0|dow:6,24764.75,1,49529.5,-309.5,-0.62,2,311.5,0.63,-308.5,-0.62,18202,72.81,67
765,Exit long,2026-03-09 13:00,time,24973.75,1,49140,805.5,1.64,2,969,1.97,-81,-0.16,19007.5,76.03,63
765,Entry long,2026-03-09 07:45,L|ORB|or:171.3|pd:54|on:topBreak|gap:-234.8|ent:close|risk:215.5|rr:0|n:1|h:10|m:45|dow:2,24570,1,49140,805.5,1.64,2,969,1.97,-81,-0.16,19007.5,76.03,63
766,Exit short,2026-03-13 13:00,time,24370.5,1,49144,401,0.82,2,441.5,0.90,-52.5,-0.11,19408.5,77.63,63
766,Entry short,2026-03-13 07:45,S|ORB|or:161.8|pd:55|on:topBreak|gap:+89.8|ent:close|risk:201|rr:0|n:1|h:10|m:45|dow:6,24572,1,49144,401,0.82,2,441.5,0.90,-52.5,-0.11,19408.5,77.63,63
767,Exit long,2026-03-16 07:50,SL,24622.25,1,49474,-231.5,-0.47,2,56.5,0.11,-230.5,-0.47,19177,76.71,11
767,Entry long,2026-03-16 06:55,L|ORB|or:94|pd:21|on:topBreak|gap:+258.3|ent:close|risk:114.25|rr:0|n:1|h:9|m:55|dow:2,24737,1,49474,-231.5,-0.47,2,56.5,0.11,-230.5,-0.47,19177,76.71,11
768,Exit long,2026-03-17 08:35,SL,24963.5,1,50228.5,-303.5,-0.60,2,0,0.00,-302.5,-0.60,18873.5,75.49,22
768,Entry long,2026-03-17 06:45,L|ORB|or:111.8|pd:52|on:topBreak|gap:+331.3|ent:close|risk:150.25|rr:0|n:1|h:9|m:45|dow:3,25114.25,1,50228.5,-303.5,-0.60,2,0,0.00,-302.5,-0.60,18873.5,75.49,22
769,Exit long,2026-03-19 13:00,time,24589.75,1,49031,146.5,0.30,2,351,0.72,-277.5,-0.57,19020,76.08,74
769,Entry long,2026-03-19 06:50,L|ORB|or:128.8|pd:36|on:botBreak|gap:-223.5|ent:close|risk:191.5|rr:0|n:1|h:9|m:50|dow:5,24515.5,1,49031,146.5,0.30,2,351,0.72,-277.5,-0.57,19020,76.08,74
770,Exit long,2026-03-24 13:00,time,24225.5,1,48734,-285,-0.58,2,34.5,0.07,-414.5,-0.85,18735,74.94,56
770,Entry long,2026-03-24 08:20,L|ORB|or:176.8|pd:46|on:botBreak|gap:-143.3|ent:close|risk:227|rr:0|n:1|h:11|m:20|dow:3,24367,1,48734,-285,-0.58,2,34.5,0.07,-414.5,-0.85,18735,74.94,56
771,Exit long,2026-03-26 07:55,SL,24065.25,1,48463,-334.5,-0.69,2,18.5,0.04,-333.5,-0.69,18400.5,73.60,13
771,Entry long,2026-03-26 06:50,L|ORB|or:92.5|pd:39|on:botBreak|gap:-216.3|ent:close|risk:165.75|rr:0|n:1|h:9|m:50|dow:5,24231.5,1,48463,-334.5,-0.69,2,18.5,0.04,-333.5,-0.69,18400.5,73.60,13
772,Exit short,2026-03-27 13:00,time,23290.25,1,46958,375.5,0.80,2,419,0.89,-265,-0.56,18776,75.10,73
772,Entry short,2026-03-27 06:55,S|ORB|or:132.8|pd:28|on:botBreak|gap:-133|ent:close|risk:185.5|rr:0|n:1|h:9|m:55|dow:6,23479,1,46958,375.5,0.80,2,419,0.89,-265,-0.56,18776,75.10,73
773,Exit long,2026-03-31 07:55,SL,23378,1,47063,-309,-0.66,2,113,0.24,-308,-0.65,18467,73.87,14
773,Entry long,2026-03-31 06:45,L|ORB|or:91.3|pd:18|on:topBreak|gap:+245.3|ent:close|risk:153|rr:0|n:1|h:9|m:45|dow:3,23531.5,1,47063,-309,-0.66,2,113,0.24,-308,-0.65,18467,73.87,14
774,Exit short,2026-04-09 08:30,SL,25113.5,1,49976.5,-252.5,-0.51,2,55,0.11,-251.5,-0.50,18214.5,72.86,15
774,Entry short,2026-04-09 07:15,S|ORB|or:93.8|pd:29|on:topBreak|gap:+1.5|ent:close|risk:124.75|rr:0|n:1|h:10|m:15|dow:5,24988.25,1,49976.5,-252.5,-0.51,2,55,0.11,-251.5,-0.50,18214.5,72.86,15
775,Exit long,2026-04-10 08:40,SL,25289.25,1,50777.5,-201,-0.40,2,0,0.00,-200,-0.39,18013.5,72.05,4
775,Entry long,2026-04-10 08:20,L|ORB|or:82|pd:26|on:topBreak|gap:+66.3|ent:close|risk:99|rr:0|n:1|h:11|m:20|dow:6,25388.75,1,50777.5,-201,-0.40,2,0,0.00,-200,-0.39,18013.5,72.05,4
776,Exit long,2026-04-13 13:00,time,25541.25,1,50542.5,538,1.06,2,557,1.10,-85.5,-0.17,18551.5,74.21,75
776,Entry long,2026-04-13 06:45,L|ORB|or:64.8|pd:38|on:topBreak|gap:-68.5|ent:close|risk:97|rr:0|n:1|h:9|m:45|dow:2,25271.25,1,50542.5,538,1.06,2,557,1.10,-85.5,-0.17,18551.5,74.21,75
777,Exit long,2026-04-14 13:00,time,25976.5,1,51551,400,0.78,2,458.5,0.89,-27,-0.05,18951.5,75.81,70
777,Entry long,2026-04-14 07:10,L|ORB|or:100.5|pd:26|on:topBreak|gap:+118.3|ent:close|risk:120|rr:0|n:1|h:10|m:10|dow:3,25775.5,1,51551,400,0.78,2,458.5,0.89,-27,-0.05,18951.5,75.81,70
778,Exit long,2026-04-15 13:00,time,26344.25,1,52149.5,537,1.03,2,604,1.16,-50.5,-0.10,19488.5,77.95,72
778,Entry long,2026-04-15 07:00,L|ORB|or:76.8|pd:22|on:topBreak|gap:+22|ent:close|risk:92.25|rr:0|n:1|h:10|m:0|dow:4,26074.75,1,52149.5,537,1.03,2,604,1.16,-50.5,-0.10,19488.5,77.95,72
779,Exit short,2026-04-20 13:00,time,26749.25,1,53391,-109.5,-0.21,2,252,0.47,-116.5,-0.22,19379,77.52,64
779,Entry short,2026-04-20 07:40,S|ORB|or:93.3|pd:37|on:topBreak|gap:-31.3|ent:close|risk:130.75|rr:0|n:1|h:10|m:40|dow:2,26695.5,1,53391,-109.5,-0.21,2,252,0.47,-116.5,-0.22,19379,77.52,64
780,Exit long,2026-04-21 08:00,SL,26725.5,1,53723,-274,-0.51,2,46,0.09,-273,-0.51,19105,76.42,11
780,Entry long,2026-04-21 07:05,L|ORB|or:111.8|pd:43|on:botBreak|gap:+63|ent:close|risk:135.5|rr:0|n:1|h:10|m:5|dow:3,26861.5,1,53723,-274,-0.51,2,46,0.09,-273,-0.51,19105,76.42,11
781,Exit long,2026-04-29 13:00,time,27350.5,1,54488,211,0.39,2,333,0.61,-183,-0.34,19316,77.26,68
781,Entry long,2026-04-29 07:20,L|ORB|or:94.3|pd:39|on:botBreak|gap:+37.3|ent:close|risk:120|rr:0|n:1|h:10|m:20|dow:4,27244,1,54488,211,0.39,2,333,0.61,-183,-0.34,19316,77.26,68
782,Exit long,2026-05-01 13:00,time,27826.25,1,55743,-92.5,-0.17,2,91,0.16,-241,-0.43,19223.5,76.89,73
782,Entry long,2026-05-01 06:55,L|ORB|or:180|pd:39|on:topBreak|gap:+54.3|ent:close|risk:256.75|rr:0|n:1|h:9|m:55|dow:6,27871.5,1,55743,-92.5,-0.17,2,91,0.16,-241,-0.43,19223.5,76.89,73
783,Exit long,2026-05-05 13:00,time,28145.5,1,56216,73,0.13,2,161,0.29,-74,-0.13,19296.5,77.19,68
783,Entry long,2026-05-05 07:20,L|ORB|or:113.3|pd:35|on:topBreak|gap:+208.3|ent:close|risk:137.75|rr:0|n:1|h:10|m:20|dow:3,28108,1,56216,73,0.13,2,161,0.29,-74,-0.13,19296.5,77.19,68
784,Exit long,2026-05-08 13:00,time,29356,1,58132.5,577.5,0.99,2,633,1.09,-50,-0.09,19874,79.50,75
784,Entry long,2026-05-08 06:45,L|ORB|or:134.8|pd:34|on:topBreak|gap:+193.5|ent:close|risk:203|rr:0|n:1|h:9|m:45|dow:6,29066.25,1,58132.5,577.5,0.99,2,633,1.09,-50,-0.09,19874,79.50,75
785,Exit short,2026-05-27 13:00,time,30056,1,59832.5,-281.5,-0.47,2,79.5,0.13,-310.5,-0.52,19592.5,78.37,67
785,Entry short,2026-05-27 07:25,S|ORB|or:228.5|pd:78|on:botBreak|gap:+108.3|ent:close|risk:276.25|rr:0|n:1|h:10|m:25|dow:4,29916.25,1,59832.5,-281.5,-0.47,2,79.5,0.13,-310.5,-0.52,19592.5,78.37,67
786,Exit long,2026-05-29 07:25,SL,30364.75,1,60973.5,-246,-0.40,2,97,0.16,-245,-0.40,19346.5,77.39,8
786,Entry long,2026-05-29 06:45,L|ORB|or:96|pd:23|on:topBreak|gap:+77|ent:close|risk:121.5|rr:0|n:1|h:9|m:45|dow:6,30486.75,1,60973.5,-246,-0.40,2,97,0.16,-245,-0.40,19346.5,77.39,8
787,Exit short,2026-06-03 13:00,time,30617.75,1,61047,-190.5,-0.31,2,55,0.09,-433,-0.71,19156,76.62,75
787,Entry short,2026-06-03 06:45,S|ORB|or:185|pd:62|on:topBreak|gap:+47.5|ent:close|risk:284.5|rr:0|n:1|h:9|m:45|dow:4,30523.5,1,61047,-190.5,-0.31,2,55,0.09,-433,-0.71,19156,76.62,75
788,Exit short,2026-06-05 13:00,time,28903.5,1,59715.5,1906.5,3.19,2,1945,3.26,-169.5,-0.28,21062.5,84.25,75
788,Entry short,2026-06-05 06:45,S|ORB|or:172.3|pd:38|on:botBreak|gap:-449.3|ent:close|risk:243.25|rr:0|n:1|h:9|m:45|dow:6,29857.75,1,59715.5,1906.5,3.19,2,1945,3.26,-169.5,-0.28,21062.5,84.25,75
789,Exit long,2026-06-09 07:00,SL,29632.5,1,59688,-425,-0.71,2,3,0.01,-424,-0.71,20637.5,82.55,3
789,Entry long,2026-06-09 06:45,L|ORB|or:136.3|pd:33|on:topBreak|gap:+284.8|ent:close|risk:211|rr:0|n:1|h:9|m:45|dow:3,29844,1,59688,-425,-0.71,2,3,0.01,-424,-0.71,20637.5,82.55,3
790,Exit long,2026-06-15 13:00,time,30868.25,1,61561.5,173,0.28,2,274.5,0.45,-222,-0.36,20810.5,83.24,75
790,Entry long,2026-06-15 06:45,L|ORB|or:133.8|pd:25|on:topBreak|gap:+983.8|ent:close|risk:179.25|rr:0|n:1|h:9|m:45|dow:2,30780.75,1,61561.5,173,0.28,2,274.5,0.45,-222,-0.36,20810.5,83.24,75
791,Exit short,2026-06-16 13:00,time,30313.5,1,61426,797,1.30,2,836,1.36,-80,-0.13,21607.5,86.43,68
791,Entry short,2026-06-16 07:20,S|ORB|or:110|pd:35|on:botBreak|gap:-61.3|ent:close|risk:148|rr:0|n:1|h:10|m:20|dow:3,30713,1,61426,797,1.30,2,836,1.36,-80,-0.13,21607.5,86.43,68
