date,entry_time,side,O,A,manip,ext,signal_t,target,be_level,stop,fill,entry,risk,exit_time,exit,reason,pnl,R,match,on_ratio
2019-08-20,2019-08-20 10:35:00-04:00,L,7696.0,10.912380362808449,down,7687.25,2019-08-20 10:09:00-04:00,7723.0,7706.75,7690.6,7696.0,7696.25,5.4,2019-08-20 10:57:00-04:00,7722.75,TP,51.0,4.722222222222222,True,0.6020260492040521
2019-10-21,2019-10-21 10:11:00-04:00,S,7908.25,8.328701477585751,up,7915.75,2019-10-21 10:09:00-04:00,7887.25,,7912.45,7908.25,7908.0,4.2,2019-10-21 10:13:00-04:00,7912.7,SL,-11.399999999999636,-1.3571428571428137,False,0.9152542372881356
2019-11-21,2019-11-21 10:16:00-05:00,L,8273.5,8.63153868925807,down,8265.25,2019-11-21 10:09:00-05:00,8294.0,,8269.4,8273.5,8273.75,4.1,2019-11-21 10:16:00-05:00,8269.15,SL,-11.200000000000728,-1.3658536585366743,True,1.4181818181818182
2019-12-12,2019-12-12 11:17:00-05:00,S,8464.25,13.253926850413663,up,8497.0,2019-12-12 11:14:00-05:00,8381.0,,8480.9,8464.25,8464.0,16.65,2019-12-12 15:59:00-05:00,8467.0,time,-8.0,-0.24024024024024027,True,0.9108433734939759
2020-02-12,2020-02-12 10:20:00-05:00,S,9582.0,9.60798427724026,up,9590.75,2020-02-12 10:09:00-05:00,9555.25,,9587.35,9582.0,9581.75,5.35,2020-02-12 11:05:00-05:00,9587.6,SL,-13.700000000000728,-1.280373831775769,True,0.8291032148900169
2020-07-30,2020-07-30 10:15:00-04:00,L,10543.5,24.190674130854077,down,10521.25,2020-07-30 10:09:00-04:00,10621.25,,10527.95,10543.5,10543.75,15.55,2020-07-30 10:20:00-04:00,10527.7,SL,-34.099999999998545,-1.0964630225079917,True,1.499531396438613
2020-08-05,2020-08-05 10:21:00-04:00,S,11109.0,14.331840062245593,up,11127.5,2020-08-05 10:19:00-04:00,11065.0,,11117.8,11109.0,11108.75,8.8,2020-08-05 10:30:00-04:00,11118.05,SL,-20.599999999998545,-1.1704545454544626,True,0.673058485139022
2020-09-24,2020-09-24 10:42:00-04:00,S,10835.75,35.50012605871228,up,10936.5,2020-09-24 10:34:00-04:00,10704.0,,10862.1,10835.75,10835.5,26.35,2020-09-24 10:47:00-04:00,10862.35,SL,-55.70000000000073,-1.0569259962049473,True,1.0243572395128553
2020-10-08,2020-10-08 11:07:00-04:00,S,11542.75,15.24297238261553,up,11550.75,2020-10-08 10:09:00-04:00,11509.0,,11549.5,11542.75,11542.5,6.75,2020-10-08 11:14:00-04:00,11549.75,SL,-16.5,-1.2222222222222223,False,0.580040187541862
2020-10-23,2020-10-23 10:20:00-04:00,L,11614.5,15.794884723137887,down,11568.75,2020-10-23 10:19:00-04:00,11682.5,11629.0,11600.9,11614.5,11614.75,13.6,2020-10-23 10:23:00-04:00,11600.65,SL,-30.200000000000728,-1.1102941176470855,True,0.5732586068855084
2020-12-14,2020-12-14 10:13:00-05:00,S,12519.75,13.983854624793796,up,12530.0,2020-12-14 10:09:00-05:00,12486.0,,12526.5,12519.75,12519.5,6.75,2020-12-14 10:13:00-05:00,12526.75,SL,-16.5,-1.2222222222222223,True,0.6753246753246753
2020-12-18,2020-12-18 10:20:00-05:00,L,12725.25,12.414594312970678,down,12682.5,2020-12-18 10:19:00-05:00,12765.75,,12717.15,12725.25,12725.5,8.1,2020-12-18 10:22:00-05:00,12716.9,SL,-19.200000000000728,-1.1851851851852302,True,0.8952380952380953
2021-01-05,2021-01-05 10:27:00-05:00,S,12751.25,18.538081135762813,up,12782.25,2021-01-05 10:19:00-05:00,12639.25,,12773.65,12751.25,12751.0,22.4,2021-01-05 14:02:00-05:00,12773.9,SL,-47.79999999999927,-1.0669642857142696,True,1.45
2021-01-12,2021-01-12 10:29:00-05:00,L,12890.75,20.396048812343007,down,12865.5,2021-01-12 10:19:00-05:00,12947.5,,12879.4,12890.75,12891.0,11.35,2021-01-12 10:45:00-05:00,12879.15,SL,-25.700000000000728,-1.1321585903084022,True,0.8217054263565892
2021-01-18,2021-01-18 10:10:00-05:00,S,12810.75,6.879567989100074,up,12815.0,2021-01-18 10:09:00-05:00,12784.25,,12816.05,12810.75,12810.5,5.3,2021-01-18 12:50:00-05:00,12812.0,time,-5.0,-0.4716981132075472,True,0.8407494145199064
