family,side,entry_time,sweep_t,inv_t,pnl,R,sgn,sweep_delta,sweep_cum,sweep_div,entry_delta,stack,absorption,year
IFVG-1m,S,2025-01-28 10:08:00-05:00,2025-01-28 10:06:00-05:00,2025-01-28 10:08:00-05:00,-70.5,-1.0444444444444445,-1,-53.0,-2151.0,-0.009064854079372468,187.0,6.0,18.219101123595507,2025
IFVG-1m,L,2025-01-29 09:35:00-05:00,2025-01-29 09:32:00-05:00,2025-01-29 09:35:00-05:00,-69.0,-1.0454545454545454,1,-379.0,-669.0,-0.05628099907343704,147.0,5.0,20.9609375,2025
IFVG-1m,L,2025-01-29 10:30:00-05:00,2025-01-29 10:26:00-05:00,2025-01-29 10:30:00-05:00,-80.0,-1.0389610389610389,1,-277.0,-2039.0,-0.0016171810831662435,202.0,3.0,19.24,2025
IFVG-1m,S,2025-01-31 09:42:00-05:00,2025-01-31 09:31:00-05:00,2025-01-31 09:42:00-05:00,-78.5,-1.0397350993377483,-1,-495.0,-488.0,0.016853384377771535,211.0,3.0,12.944444444444445,2025
IFVG-1m,S,2025-01-31 10:54:00-05:00,2025-01-31 10:53:00-05:00,2025-01-31 10:54:00-05:00,-31.5,-1.105263157894737,-1,-154.0,-753.0,0.030148615289039064,136.0,2.0,19.058823529411764,2025
IFVG-1m,L,2025-02-03 10:08:00-05:00,2025-02-03 09:53:00-05:00,2025-02-03 10:08:00-05:00,-97.5,-1.031746031746032,1,-357.0,-1750.0,0.013833608023166563,89.0,3.0,13.025,2025
IFVG-1m,L,2025-02-07 10:18:00-05:00,2025-02-07 10:12:00-05:00,2025-02-07 10:18:00-05:00,-110.5,-1.027906976744186,1,-401.0,-4734.0,-0.0299178763299911,332.0,6.0,14.626506024096386,2025
IFVG-1m,S,2025-02-10 09:47:00-05:00,2025-02-10 09:43:00-05:00,2025-02-10 09:47:00-05:00,-57.0,-1.0555555555555556,-1,-346.0,-950.0,-0.06463925531602101,234.0,4.0,17.876288659793815,2025
IFVG-1m,S,2025-02-28 10:19:00-05:00,2025-02-28 10:13:00-05:00,2025-02-28 10:19:00-05:00,-125.0,-1.024590163934426,-1,-378.0,-2249.0,-0.0024317801984963267,234.0,3.0,14.640625,2025
IFVG-1m,S,2025-03-04 09:49:00-05:00,2025-03-04 09:36:00-05:00,2025-03-04 09:49:00-05:00,52.0,0.2488038277511961,-1,-468.0,-871.0,-0.02338772034303943,275.0,4.0,8.378048780487806,2025
IFVG-1m,L,2025-03-26 10:24:00-04:00,2025-03-26 10:09:00-04:00,2025-03-26 10:24:00-04:00,-61.0,-1.0517241379310345,1,-537.0,-2631.0,0.007875670390896865,145.0,3.0,32.1948051948052,2025
IFVG-1m,L,2025-04-28 10:03:00-04:00,2025-04-28 10:00:00-04:00,2025-04-28 10:03:00-04:00,-117.0,-1.0263157894736843,1,-45.0,-419.0,0.004037082117772242,148.0,2.0,24.13888888888889,2025
IFVG-1m,L,2025-04-30 10:00:00-04:00,2025-04-30 08:32:00-04:00,2025-04-30 10:00:00-04:00,394.5,2.9773584905660377,1,,,,198.0,5.0,13.015384615384615,2025
IFVG-1m,S,2025-06-03 09:50:00-04:00,2025-06-03 09:48:00-04:00,2025-06-03 09:50:00-04:00,-60.5,-1.0521739130434782,-1,13.0,213.0,-0.0013097370189427016,38.0,1.0,17.916666666666668,2025
